Image_ID,Model,Attack,Defense,Was_Successful_Attack,Defended_Pred_Idx,Cured
n02099601,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,207,True
n02099601,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,207,True
n02099601,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,184,False
n02101006,EfficientNetB0,FGSM,JPEG (q=75),True,165,False
n02101006,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,164,False
n02101006,EfficientNetB0,PGD,JPEG (q=75),True,241,False
n02101006,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,241,False
n02101006,EfficientNetB0,C&W,JPEG (q=75),False,165,False
n02101006,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,165,False
n02101006,EfficientNetB0,DeepFool,JPEG (q=75),True,214,True
n02101006,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,214,True
n02101006,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,244,False
n02101006,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,239,False
n02101006,EfficientNetB0,SquareAttack,JPEG (q=75),True,165,False
n02101006,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,214,True
n02101006,EfficientNetB0,NES,JPEG (q=75),False,214,True
n02101006,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,214,True
n02101006,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,256,False
n02101006,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,265,False
n02105505,EfficientNetB0,FGSM,JPEG (q=75),True,154,False
n02105505,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,188,False
n02105505,EfficientNetB0,PGD,JPEG (q=75),True,157,False
n02105505,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,157,False
n02105505,EfficientNetB0,C&W,JPEG (q=75),False,188,False
n02105505,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,188,False
n02105505,EfficientNetB0,DeepFool,JPEG (q=75),True,228,True
n02105505,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,188,False
n02105505,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,215,False
n02105505,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,188,False
n02105505,EfficientNetB0,SquareAttack,JPEG (q=75),True,202,False
n02105505,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,228,True
n02105505,EfficientNetB0,NES,JPEG (q=75),True,229,False
n02105505,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,265,False
n02105505,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,229,False
n02105505,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,298,False
n02108089,EfficientNetB0,FGSM,JPEG (q=75),True,215,False
n02108089,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,215,False
n02108089,EfficientNetB0,PGD,JPEG (q=75),True,218,False
n02108089,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,218,False
n02108089,EfficientNetB0,C&W,JPEG (q=75),False,242,True
n02108089,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,242,True
n02108089,EfficientNetB0,DeepFool,JPEG (q=75),True,167,False
n02108089,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,247,False
n02108089,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n02108089,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,242,True
n02108089,EfficientNetB0,SquareAttack,JPEG (q=75),True,242,True
n02108089,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,242,True
n02108089,EfficientNetB0,NES,JPEG (q=75),False,242,True
n02108089,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,242,True
n02108089,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,154,False
n02108089,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,107,False
n02108551,EfficientNetB0,FGSM,JPEG (q=75),True,221,False
n02108551,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,221,False
n02108551,EfficientNetB0,PGD,JPEG (q=75),True,220,False
n02108551,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,221,False
n02108551,EfficientNetB0,C&W,JPEG (q=75),False,244,True
n02108551,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,244,True
n02108551,EfficientNetB0,DeepFool,JPEG (q=75),True,244,True
n02108551,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,244,True
n02108551,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n02108551,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,209,False
n02108551,EfficientNetB0,SquareAttack,JPEG (q=75),True,244,True
n02108551,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,256,False
n02108551,EfficientNetB0,NES,JPEG (q=75),True,244,True
n02108551,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,244,True
n02108551,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,229,False
n02108551,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,904,False
n02108915,EfficientNetB0,FGSM,JPEG (q=75),True,674,False
n02108915,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,674,False
n02108915,EfficientNetB0,PGD,JPEG (q=75),True,103,False
n02108915,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,179,False
n02108915,EfficientNetB0,C&W,JPEG (q=75),False,223,True
n02108915,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,223,True
n02108915,EfficientNetB0,DeepFool,JPEG (q=75),True,223,True
n02108915,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,223,True
n02108915,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,674,False
n02108915,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,179,False
n02108915,EfficientNetB0,SquareAttack,JPEG (q=75),True,223,True
n02108915,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,223,True
n02108915,EfficientNetB0,NES,JPEG (q=75),True,223,True
n02108915,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,435,False
n02108915,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,103,False
n02108915,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,539,False
n02110063,EfficientNetB0,FGSM,JPEG (q=75),True,156,False
n02110063,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,911,False
n02110063,EfficientNetB0,PGD,JPEG (q=75),True,156,False
n02110063,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,156,False
n02110063,EfficientNetB0,C&W,JPEG (q=75),False,249,True
n02110063,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,203,False
n02110063,EfficientNetB0,DeepFool,JPEG (q=75),True,249,True
n02110063,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,203,False
n02110063,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n02110063,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,330,False
n02110063,EfficientNetB0,SquareAttack,JPEG (q=75),True,249,True
n02110063,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,280,False
n02110063,EfficientNetB0,NES,JPEG (q=75),True,249,True
n02110063,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,203,False
n02110063,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,356,False
n02110063,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,361,False
n02110341,EfficientNetB0,FGSM,JPEG (q=75),True,164,False
n02110341,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,164,False
n02110341,EfficientNetB0,PGD,JPEG (q=75),True,246,False
n02110341,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,251,False
n02110341,EfficientNetB0,C&W,JPEG (q=75),False,251,False
n02110341,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,251,False
n02110341,EfficientNetB0,DeepFool,JPEG (q=75),True,194,False
n02110341,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,251,False
n02110341,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n02110341,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,251,False
n02110341,EfficientNetB0,SquareAttack,JPEG (q=75),True,212,False
n02110341,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,212,False
n02110341,EfficientNetB0,NES,JPEG (q=75),True,194,False
n02110341,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,251,False
n02110341,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,208,False
n02110341,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,257,False
n02111277,EfficientNetB0,FGSM,JPEG (q=75),True,297,False
n02111277,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,295,False
n02111277,EfficientNetB0,PGD,JPEG (q=75),True,295,False
n02111277,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,295,False
n02111277,EfficientNetB0,C&W,JPEG (q=75),True,295,False
n02111277,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),True,379,False
n02111277,EfficientNetB0,DeepFool,JPEG (q=75),True,256,False
n02111277,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,256,False
n02111277,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,295,False
n02111277,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,295,False
n02111277,EfficientNetB0,SquareAttack,JPEG (q=75),True,297,False
n02111277,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,256,False
n02111277,EfficientNetB0,NES,JPEG (q=75),True,256,False
n02111277,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,379,False
n02111277,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,297,False
n02111277,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,334,False
n02113712,EfficientNetB0,FGSM,JPEG (q=75),True,330,False
n02113712,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,434,False
n02113712,EfficientNetB0,PGD,JPEG (q=75),True,363,False
n02113712,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,363,False
n02113712,EfficientNetB0,C&W,JPEG (q=75),True,175,False
n02113712,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),True,196,False
n02113712,EfficientNetB0,DeepFool,JPEG (q=75),True,194,True
n02113712,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n02113712,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,EfficientNetB0,SquareAttack,JPEG (q=75),True,196,False
n02113712,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,EfficientNetB0,NES,JPEG (q=75),True,194,True
n02113712,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,265,False
n02113712,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,265,False
n02114548,EfficientNetB0,FGSM,JPEG (q=75),True,200,False
n02114548,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,200,False
n02114548,EfficientNetB0,PGD,JPEG (q=75),True,190,False
n02114548,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,190,False
n02114548,EfficientNetB0,C&W,JPEG (q=75),False,270,True
n02114548,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,270,True
n02114548,EfficientNetB0,DeepFool,JPEG (q=75),True,270,True
n02114548,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,270,True
n02114548,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,212,False
n02114548,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,212,False
n02114548,EfficientNetB0,SquareAttack,JPEG (q=75),True,270,True
n02114548,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,270,True
n02114548,EfficientNetB0,NES,JPEG (q=75),False,270,True
n02114548,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,270,True
n02114548,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,269,False
n02114548,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,272,False
n02116738,EfficientNetB0,FGSM,JPEG (q=75),True,275,True
n02116738,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,275,True
n02116738,EfficientNetB0,PGD,JPEG (q=75),True,353,False
n02116738,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,353,False
n02116738,EfficientNetB0,C&W,JPEG (q=75),False,275,True
n02116738,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,275,True
n02116738,EfficientNetB0,DeepFool,JPEG (q=75),True,275,True
n02116738,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,275,True
n02116738,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,275,True
n02116738,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,275,True
n02116738,EfficientNetB0,SquareAttack,JPEG (q=75),False,275,True
n02116738,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),False,275,True
n02116738,EfficientNetB0,NES,JPEG (q=75),False,275,True
n02116738,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,275,True
n02116738,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,177,False
n02116738,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,276,False
n02120079,EfficientNetB0,FGSM,JPEG (q=75),True,270,False
n02120079,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,258,False
n02120079,EfficientNetB0,PGD,JPEG (q=75),True,199,False
n02120079,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,199,False
n02120079,EfficientNetB0,C&W,JPEG (q=75),False,279,True
n02120079,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,279,True
n02120079,EfficientNetB0,DeepFool,JPEG (q=75),True,279,True
n02120079,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,279,True
n02120079,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,279,True
n02120079,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,279,True
n02120079,EfficientNetB0,SquareAttack,JPEG (q=75),True,279,True
n02120079,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,258,False
n02120079,EfficientNetB0,NES,JPEG (q=75),False,279,True
n02120079,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,279,True
n02120079,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,279,True
n02120079,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,270,False
n02129165,EfficientNetB0,FGSM,JPEG (q=75),True,274,False
n02129165,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,273,False
n02129165,EfficientNetB0,PGD,JPEG (q=75),True,151,False
n02129165,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,151,False
n02129165,EfficientNetB0,C&W,JPEG (q=75),False,291,True
n02129165,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,291,True
n02129165,EfficientNetB0,DeepFool,JPEG (q=75),True,274,False
n02129165,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,291,True
n02129165,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,273,False
n02129165,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,291,True
n02129165,EfficientNetB0,SquareAttack,JPEG (q=75),True,274,False
n02129165,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,291,True
n02129165,EfficientNetB0,NES,JPEG (q=75),False,291,True
n02129165,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,291,True
n02129165,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,202,False
n02129165,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,266,False
n02138441,EfficientNetB0,FGSM,JPEG (q=75),True,299,False
n02138441,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,299,False
n02138441,EfficientNetB0,PGD,JPEG (q=75),True,276,False
n02138441,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,276,False
n02138441,EfficientNetB0,C&W,JPEG (q=75),False,299,False
n02138441,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,299,False
n02138441,EfficientNetB0,DeepFool,JPEG (q=75),True,299,False
n02138441,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,299,False
n02138441,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,104,False
n02138441,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,104,False
n02138441,EfficientNetB0,SquareAttack,JPEG (q=75),True,331,False
n02138441,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,299,False
n02138441,EfficientNetB0,NES,JPEG (q=75),True,299,False
n02138441,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,299,False
n02138441,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,280,False
n02138441,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,76,False
n02165456,EfficientNetB0,FGSM,JPEG (q=75),True,986,False
n02165456,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,301,True
n02165456,EfficientNetB0,PGD,JPEG (q=75),True,284,False
n02165456,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,332,False
n02165456,EfficientNetB0,C&W,JPEG (q=75),False,301,True
n02165456,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,301,True
n02165456,EfficientNetB0,DeepFool,JPEG (q=75),True,301,True
n02165456,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,301,True
n02165456,EfficientNetB0,SquareAttack,JPEG (q=75),True,301,True
n02165456,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,301,True
n02165456,EfficientNetB0,NES,JPEG (q=75),False,301,True
n02165456,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,301,True
n02165456,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,301,True
n02165456,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,78,False
n01532829,InceptionV3,FGSM,JPEG (q=75),True,86,False
n01532829,InceptionV3,FGSM,Feature Squeeze (4-bit + median-3),True,82,False
n01532829,InceptionV3,PGD,JPEG (q=75),True,83,False
n01532829,InceptionV3,PGD,Feature Squeeze (4-bit + median-3),True,82,False
n01532829,InceptionV3,C&W,JPEG (q=75),True,12,True
n01532829,InceptionV3,C&W,Feature Squeeze (4-bit + median-3),True,12,True
n01532829,InceptionV3,DeepFool,JPEG (q=75),True,12,True
n01532829,InceptionV3,DeepFool,Feature Squeeze (4-bit + median-3),True,12,True
n01532829,InceptionV3,TargetedI-FGSM,JPEG (q=75),True,301,False
n01532829,InceptionV3,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,12,True
n01532829,InceptionV3,SquareAttack,JPEG (q=75),False,12,True
n01532829,InceptionV3,SquareAttack,Feature Squeeze (4-bit + median-3),False,12,True
n01532829,InceptionV3,NES,JPEG (q=75),False,12,True
n01532829,InceptionV3,NES,Feature Squeeze (4-bit + median-3),False,12,True
n01532829,InceptionV3,BoundaryAttack,JPEG (q=75),True,12,True
n01532829,InceptionV3,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,377,False
n01558993,InceptionV3,FGSM,JPEG (q=75),True,83,False
n01558993,InceptionV3,FGSM,Feature Squeeze (4-bit + median-3),True,94,False
n01558993,InceptionV3,PGD,JPEG (q=75),True,80,False
n01558993,InceptionV3,PGD,Feature Squeeze (4-bit + median-3),True,80,False
n01558993,InceptionV3,C&W,JPEG (q=75),True,15,True
n01558993,InceptionV3,C&W,Feature Squeeze (4-bit + median-3),True,15,True
n01558993,InceptionV3,DeepFool,JPEG (q=75),True,15,True
n01558993,InceptionV3,DeepFool,Feature Squeeze (4-bit + median-3),True,15,True
n01558993,InceptionV3,TargetedI-FGSM,JPEG (q=75),True,15,True
n01558993,InceptionV3,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,12,False
n01558993,InceptionV3,SquareAttack,JPEG (q=75),True,15,True
n01558993,InceptionV3,SquareAttack,Feature Squeeze (4-bit + median-3),True,15,True
n01558993,InceptionV3,NES,JPEG (q=75),False,15,True
n01558993,InceptionV3,NES,Feature Squeeze (4-bit + median-3),False,15,True
n01558993,InceptionV3,BoundaryAttack,JPEG (q=75),True,15,True
n01558993,InceptionV3,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,335,False
n01704323,InceptionV3,FGSM,JPEG (q=75),True,883,False
n01704323,InceptionV3,FGSM,Feature Squeeze (4-bit + median-3),True,467,False
n01704323,InceptionV3,PGD,JPEG (q=75),True,883,False
n01704323,InceptionV3,PGD,Feature Squeeze (4-bit + median-3),True,883,False
n01704323,InceptionV3,C&W,JPEG (q=75),True,51,True
n01704323,InceptionV3,C&W,Feature Squeeze (4-bit + median-3),True,51,True
n01704323,InceptionV3,DeepFool,JPEG (q=75),True,47,False
n01704323,InceptionV3,DeepFool,Feature Squeeze (4-bit + median-3),True,448,False
n01704323,InceptionV3,TargetedI-FGSM,JPEG (q=75),True,51,True
n01704323,InceptionV3,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,51,True
n01704323,InceptionV3,SquareAttack,JPEG (q=75),False,51,True
n01704323,InceptionV3,SquareAttack,Feature Squeeze (4-bit + median-3),False,51,True
n01704323,InceptionV3,NES,JPEG (q=75),False,51,True
n01704323,InceptionV3,NES,Feature Squeeze (4-bit + median-3),False,51,True
n01704323,InceptionV3,BoundaryAttack,JPEG (q=75),True,51,True
n01704323,InceptionV3,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,51,True
n01749939,InceptionV3,FGSM,JPEG (q=75),True,47,False
n01749939,InceptionV3,FGSM,Feature Squeeze (4-bit + median-3),True,47,False
n01749939,InceptionV3,PGD,JPEG (q=75),True,47,False
n01749939,InceptionV3,PGD,Feature Squeeze (4-bit + median-3),True,47,False
n01749939,InceptionV3,C&W,JPEG (q=75),True,313,False
n01749939,InceptionV3,C&W,Feature Squeeze (4-bit + median-3),True,31,False
n01749939,InceptionV3,DeepFool,JPEG (q=75),True,64,False
n01749939,InceptionV3,DeepFool,Feature Squeeze (4-bit + median-3),True,55,False
n01749939,InceptionV3,TargetedI-FGSM,JPEG (q=75),True,301,False
n01749939,InceptionV3,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,55,False
n01749939,InceptionV3,SquareAttack,JPEG (q=75),True,47,False
n01749939,InceptionV3,SquareAttack,Feature Squeeze (4-bit + median-3),True,47,False
n01749939,InceptionV3,NES,JPEG (q=75),True,602,False
n01749939,InceptionV3,NES,Feature Squeeze (4-bit + median-3),True,55,False
n01749939,InceptionV3,BoundaryAttack,JPEG (q=75),True,377,False
n01749939,InceptionV3,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,31,False
n01770081,InceptionV3,FGSM,JPEG (q=75),True,73,False
n01770081,InceptionV3,FGSM,Feature Squeeze (4-bit + median-3),True,77,False
n01770081,InceptionV3,PGD,JPEG (q=75),True,851,False
n01770081,InceptionV3,PGD,Feature Squeeze (4-bit + median-3),True,851,False
n01770081,InceptionV3,C&W,JPEG (q=75),True,73,False
n01770081,InceptionV3,C&W,Feature Squeeze (4-bit + median-3),True,73,False
n01770081,InceptionV3,DeepFool,JPEG (q=75),True,70,True
n01770081,InceptionV3,DeepFool,Feature Squeeze (4-bit + median-3),True,70,True
n01770081,InceptionV3,TargetedI-FGSM,JPEG (q=75),True,73,False
n01770081,InceptionV3,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,70,True
n01770081,InceptionV3,SquareAttack,JPEG (q=75),True,70,True
n01770081,InceptionV3,SquareAttack,Feature Squeeze (4-bit + median-3),True,73,False
n01770081,InceptionV3,NES,JPEG (q=75),True,70,True
n01770081,InceptionV3,NES,Feature Squeeze (4-bit + median-3),True,70,True
n01770081,InceptionV3,BoundaryAttack,JPEG (q=75),True,545,False
n01770081,InceptionV3,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,70,True
n01843383,InceptionV3,FGSM,JPEG (q=75),True,96,True
n01843383,InceptionV3,FGSM,Feature Squeeze (4-bit + median-3),True,377,False
n01843383,InceptionV3,PGD,JPEG (q=75),True,282,False
n01843383,InceptionV3,PGD,Feature Squeeze (4-bit + median-3),True,93,False
n01843383,InceptionV3,C&W,JPEG (q=75),True,96,True
n01843383,InceptionV3,C&W,Feature Squeeze (4-bit + median-3),True,96,True
n01843383,InceptionV3,DeepFool,JPEG (q=75),True,96,True
n01843383,InceptionV3,DeepFool,Feature Squeeze (4-bit + median-3),True,93,False
n01843383,InceptionV3,TargetedI-FGSM,JPEG (q=75),True,96,True
n01843383,InceptionV3,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,696,False
n01843383,InceptionV3,SquareAttack,JPEG (q=75),True,96,True
n01843383,InceptionV3,SquareAttack,Feature Squeeze (4-bit + median-3),True,96,True
n01843383,InceptionV3,NES,JPEG (q=75),False,96,True
n01843383,InceptionV3,NES,Feature Squeeze (4-bit + median-3),False,96,True
n01843383,InceptionV3,BoundaryAttack,JPEG (q=75),True,96,True
n01843383,InceptionV3,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,96,True
n01855672,InceptionV3,FGSM,JPEG (q=75),True,160,False
n01855672,InceptionV3,FGSM,Feature Squeeze (4-bit + median-3),True,160,False
n01855672,InceptionV3,PGD,JPEG (q=75),True,160,False
n01855672,InceptionV3,PGD,Feature Squeeze (4-bit + median-3),True,160,False
n01855672,InceptionV3,C&W,JPEG (q=75),True,350,False
n01855672,InceptionV3,C&W,Feature Squeeze (4-bit + median-3),True,99,True
n01855672,InceptionV3,DeepFool,JPEG (q=75),True,255,False
n01855672,InceptionV3,DeepFool,Feature Squeeze (4-bit + median-3),True,600,False
n01855672,InceptionV3,TargetedI-FGSM,JPEG (q=75),True,803,False
n01855672,InceptionV3,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,9,False
n01855672,InceptionV3,SquareAttack,JPEG (q=75),True,160,False
n01855672,InceptionV3,SquareAttack,Feature Squeeze (4-bit + median-3),True,284,False
n01855672,InceptionV3,NES,JPEG (q=75),True,255,False
n01855672,InceptionV3,NES,Feature Squeeze (4-bit + median-3),True,381,False
n01855672,InceptionV3,BoundaryAttack,JPEG (q=75),True,350,False
n01855672,InceptionV3,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,331,False
n01910747,InceptionV3,FGSM,JPEG (q=75),True,691,False
n01910747,InceptionV3,FGSM,Feature Squeeze (4-bit + median-3),True,846,False
n01910747,InceptionV3,PGD,JPEG (q=75),True,438,False
n01910747,InceptionV3,PGD,Feature Squeeze (4-bit + median-3),True,899,False
n01910747,InceptionV3,C&W,JPEG (q=75),True,107,False
